Education,Marital_Status,Income,Recency,NumWebVisitsMonth,Complain,Response,Age,Children,TotalSpending,NumOfTransactions,NumOfAcceptedCmp,CVR,AgeGroup,IncomeGroup,SpendingGroup,TransactionGroup
S1,Menikah,72190000.0,79,3,0,0,57,0,1947000,16,0,0.0,51-60,70M-80M,1.5M-2M,10-20
S1,Menikah,7500000.0,19,9,0,1,46,1,71000,12,1,0.1111111111111111,41-50,0M-10M,0-0.5M,10-20
S1,Menikah,80395000.0,62,2,0,0,67,0,1380000,24,1,0.0,61-70,80M-90M,1M-1.5M,20-30
S2,Cerai,75012000.0,41,1,0,0,46,0,1027000,23,0,0.0,41-50,70M-80M,1M-1.5M,20-30
S2,Menikah,56962000.0,60,7,0,0,57,3,411000,21,0,0.0,51-60,50M-60M,0-0.5M,20-30
S1,Bertunangan,89891000.0,17,4,0,0,31,0,836000,26,1,0.0,31-40,80M-90M,0.5M-1M,20-30
S3,Cerai,35946000.0,24,5,0,0,73,2,11000,4,0,0.0,71-80,30M-40M,0-0.5M,0-10
S3,Bertunangan,53593000.0,60,8,0,0,69,2,480000,23,0,0.0,61-70,50M-60M,0-0.5M,20-30
S3,Cerai,45072000.0,74,8,0,0,74,3,284000,16,0,0.0,71-80,40M-50M,0-0.5M,10-20
S1,Cerai,89694000.0,22,5,0,0,49,2,1472000,14,3,0.0,41-50,80M-90M,1M-1.5M,10-20
S1,Menikah,72025000.0,46,2,0,1,73,0,1677000,26,3,0.5,71-80,70M-80M,1.5M-2M,20-30
S1,Menikah,67432000.0,69,4,0,0,49,1,1335000,19,0,0.0,41-50,60M-70M,1M-1.5M,10-20
S2,Bertunangan,70545000.0,29,2,0,0,70,1,334000,13,0,0.0,61-70,70M-80M,0-0.5M,10-20
SMA,Menikah,17487000.0,37,7,0,0,33,1,18000,4,0,0.0,31-40,10M-20M,0-0.5M,0-10
S1,Bertunangan,62882000.0,26,4,0,0,53,1,1338000,20,0,0.0,51-60,60M-70M,1M-1.5M,10-20
S3,Lajang,64108000.0,8,5,0,0,69,1,1099000,30,0,0.0,61-70,60M-70M,1M-1.5M,20-30
S2,Bertunangan,34941000.0,26,8,0,0,66,2,97000,8,0,0.0,61-70,30M-40M,0-0.5M,0-10
S3,Lajang,48767000.0,79,5,0,0,72,3,63000,9,0,0.0,71-80,40M-50M,0-0.5M,0-10
D3,Bertunangan,38702000.0,71,6,0,0,44,1,109000,9,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Menikah,82224000.0,83,3,0,0,58,0,902000,21,1,0.0,51-60,80M-90M,0.5M-1M,20-30
S1,Bertunangan,83844000.0,57,1,0,0,70,0,1574000,20,1,0.0,61-70,80M-90M,1.5M-2M,10-20
D3,Menikah,17003000.0,37,5,0,0,47,1,38000,9,0,0.0,41-50,10M-20M,0-0.5M,0-10
S1,Lajang,71163000.0,30,1,0,0,27,0,960000,24,0,0.0,20-30,70M-80M,0.5M-1M,20-30
S1,Lajang,33697000.0,34,7,0,0,52,1,28000,4,1,0.0,51-60,30M-40M,0-0.5M,0-10
D3,Menikah,63564000.0,0,6,0,1,68,0,1215000,28,1,0.16666666666666666,61-70,60M-70M,1M-1.5M,20-30
S3,Bertunangan,83443000.0,89,2,0,0,50,0,1497000,22,0,0.0,41-50,80M-90M,1M-1.5M,20-30
S3,Bertunangan,51518000.0,92,3,0,0,64,1,449000,17,0,0.0,61-70,50M-60M,0-0.5M,10-20
S1,Menikah,80952000.0,20,8,0,1,53,0,1757000,25,3,0.125,51-60,80M-90M,1.5M-2M,20-30
S1,Bertunangan,75507000.0,56,3,0,0,43,0,1440000,21,0,0.0,41-50,70M-80M,1M-1.5M,20-30
D3,Bertunangan,63855000.0,28,4,0,0,44,0,1006000,24,0,0.0,41-50,60M-70M,1M-1.5M,20-30
S3,Bertunangan,62220000.0,55,6,0,1,50,1,1226000,23,0,0.16666666666666666,41-50,60M-70M,1M-1.5M,20-30
S1,Menikah,58512000.0,25,8,0,0,58,1,1171000,20,0,0.0,51-60,50M-60M,1M-1.5M,10-20
S2,Menikah,40662000.0,0,4,0,0,43,1,92000,8,0,0.0,41-50,40M-50M,0-0.5M,0-10
S3,Menikah,38829000.0,86,5,0,0,63,1,99000,8,0,0.0,61-70,30M-40M,0-0.5M,0-10
D3,Menikah,35523000.0,8,7,0,0,41,1,66000,8,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Lajang,79146000.0,33,6,0,0,55,2,564000,19,0,0.0,51-60,70M-80M,0.5M-1M,10-20
S2,Menikah,78285000.0,13,3,0,0,34,0,1427000,21,0,0.0,31-40,70M-80M,1M-1.5M,20-30
S3,Lajang,31626000.0,12,7,0,1,44,1,86000,6,1,0.14285714285714285,41-50,30M-40M,0-0.5M,0-10
S1,Lajang,75127000.0,92,1,0,0,70,0,833000,19,0,0.0,61-70,70M-80M,0.5M-1M,10-20
S1,Menikah,48726000.0,90,6,0,0,67,1,242000,12,0,0.0,61-70,40M-50M,0-0.5M,10-20
S1,Menikah,74985000.0,8,2,0,0,45,0,1869000,17,0,0.0,41-50,70M-80M,1.5M-2M,10-20
S1,Bertunangan,67430000.0,6,6,0,0,35,0,1364000,29,0,0.0,31-40,60M-70M,1M-1.5M,20-30
D3,Menikah,46891000.0,91,4,0,0,57,1,183000,8,0,0.0,51-60,40M-50M,0-0.5M,0-10
S2,Menikah,62058000.0,52,6,0,0,66,1,450000,18,0,0.0,61-70,60M-70M,0-0.5M,10-20
S1,Menikah,72063000.0,3,2,0,0,43,1,758000,21,0,0.0,41-50,70M-80M,0.5M-1M,20-30
S3,Menikah,78939000.0,57,3,0,0,71,0,1507000,20,0,0.0,71-80,70M-80M,1.5M-2M,10-20
S1,Lajang,42720000.0,9,8,0,1,57,2,654000,25,0,0.125,51-60,40M-50M,0.5M-1M,20-30
S1,Menikah,33622000.0,22,7,0,0,50,2,81000,9,0,0.0,41-50,30M-40M,0-0.5M,0-10
S3,Bertunangan,6835000.0,76,20,0,0,65,1,137000,1,0,0.0,61-70,0M-10M,0-0.5M,0-10
S1,Bertunangan,41452000.0,86,7,0,0,69,2,16000,4,0,0.0,61-70,40M-50M,0-0.5M,0-10
S3,Lajang,40760000.0,64,6,0,0,57,1,93000,8,0,0.0,51-60,40M-50M,0-0.5M,0-10
S3,Bertunangan,74250000.0,90,1,0,0,64,0,1158000,18,0,0.0,61-70,70M-80M,1M-1.5M,10-20
S2,Lajang,51124000.0,79,3,0,0,67,2,43000,6,0,0.0,61-70,50M-60M,0-0.5M,0-10
S1,Lajang,72258000.0,28,2,0,0,51,1,1525000,22,0,0.0,51-60,70M-80M,1.5M-2M,20-30
S3,Lajang,71466000.0,86,1,0,0,48,0,1230000,19,0,0.0,41-50,70M-80M,1M-1.5M,10-20
S1,Bertunangan,36283000.0,42,4,0,0,46,2,29000,6,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Lajang,20587000.0,39,7,0,0,52,1,25000,5,0,0.0,51-60,20M-30M,0-0.5M,0-10
S1,Menikah,30467000.0,8,7,0,0,50,1,24000,4,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Bertunangan,31590000.0,40,8,0,0,50,1,38000,5,0,0.0,41-50,30M-40M,0-0.5M,0-10
SMA,Menikah,20425000.0,5,7,0,0,36,1,57000,7,0,0.0,31-40,20M-30M,0-0.5M,0-10
S2,Bertunangan,17144000.0,96,7,0,0,62,2,47000,12,0,0.0,61-70,10M-20M,0-0.5M,10-20
S3,Cerai,42564000.0,28,7,0,1,54,1,813000,24,1,0.14285714285714285,51-60,40M-50M,0.5M-1M,20-30
S2,Menikah,43783000.0,22,7,0,0,44,1,629000,22,1,0.0,41-50,40M-50M,0.5M-1M,20-30
S1,Cerai,40780000.0,30,9,0,0,46,1,377000,17,0,0.0,41-50,40M-50M,0-0.5M,10-20
S2,Bertunangan,62847000.0,45,2,0,0,77,0,1612000,14,0,0.0,71-80,60M-70M,1.5M-2M,10-20
S3,Menikah,82017000.0,58,2,0,1,65,0,729000,17,3,0.5,61-70,80M-90M,0.5M-1M,10-20
S1,Lajang,16813000.0,49,7,0,0,72,0,50000,6,1,0.0,71-80,10M-20M,0-0.5M,0-10
S1,Menikah,51267000.0,37,4,0,0,44,2,270000,15,0,0.0,41-50,50M-60M,0-0.5M,10-20
S1,Lajang,46524000.0,70,3,0,0,61,1,177000,9,0,0.0,61-70,40M-50M,0-0.5M,0-10
S2,Lajang,45183000.0,33,7,0,0,60,0,315000,13,1,0.0,51-60,40M-50M,0-0.5M,10-20
S3,Menikah,70421000.0,98,6,0,0,68,1,767000,23,0,0.0,61-70,70M-80M,0.5M-1M,20-30
D3,Cerai,60161000.0,17,8,0,0,57,1,1071000,26,0,0.0,51-60,60M-70M,1M-1.5M,20-30
S1,Bertunangan,73926000.0,54,3,0,0,49,0,1580000,24,0,0.0,41-50,70M-80M,1.5M-2M,20-30
S1,Menikah,19329000.0,39,8,0,0,54,1,60000,10,0,0.0,51-60,10M-20M,0-0.5M,0-10
S2,Menikah,61872000.0,81,4,0,0,52,1,573000,21,0,0.0,51-60,60M-70M,0.5M-1M,20-30
S1,Janda,46984000.0,71,5,0,0,66,2,41000,5,0,0.0,61-70,40M-50M,0-0.5M,0-10
S1,Menikah,34838000.0,62,6,0,0,71,2,170000,10,0,0.0,71-80,30M-40M,0-0.5M,0-10
S3,Lajang,82716000.0,8,2,0,0,78,0,1167000,28,0,0.0,71-80,80M-90M,1M-1.5M,20-30
S1,Menikah,48192000.0,76,8,0,1,64,0,1526000,25,3,0.125,61-70,40M-50M,1.5M-2M,20-30
S2,Menikah,49681000.0,66,7,0,0,46,2,458000,21,0,0.0,41-50,40M-50M,0-0.5M,20-30
S2,Menikah,56850000.0,83,2,0,0,51,1,63000,6,0,0.0,51-60,50M-60M,0-0.5M,0-10
S1,Menikah,55267000.0,28,3,0,0,65,1,405000,17,0,0.0,61-70,50M-60M,0-0.5M,10-20
S1,Menikah,59666000.0,87,8,0,0,50,2,1027000,20,1,0.0,41-50,50M-60M,1M-1.5M,10-20
S1,Lajang,72504000.0,43,2,0,0,50,1,1478000,22,0,0.0,41-50,70M-80M,1M-1.5M,20-30
S1,Menikah,26872000.0,0,6,0,0,41,0,72000,5,0,0.0,41-50,20M-30M,0-0.5M,0-10
S1,Lajang,21359000.0,1,8,0,1,50,1,48000,7,0,0.125,41-50,20M-30M,0-0.5M,0-10
S1,Lajang,73170000.0,1,2,0,0,47,0,726000,16,0,0.0,41-50,70M-80M,0.5M-1M,10-20
S2,Menikah,52750000.0,72,4,0,0,67,1,860000,27,0,0.0,61-70,50M-60M,0.5M-1M,20-30
S3,Bertunangan,91820000.0,72,1,0,0,36,0,1497000,22,0,0.0,31-40,90M-100M,1M-1.5M,20-30
S3,Bertunangan,65968000.0,12,3,0,0,52,1,495000,18,0,0.0,51-60,60M-70M,0-0.5M,10-20
S1,Menikah,30772000.0,89,6,0,0,46,2,20000,4,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Lajang,22507000.0,67,9,0,0,68,0,570000,19,0,0.0,61-70,20M-30M,0.5M-1M,10-20
S1,Menikah,65685000.0,54,5,0,0,50,1,769000,21,0,0.0,41-50,60M-70M,0.5M-1M,20-30
D3,Menikah,25804000.0,34,8,0,0,44,1,55000,7,0,0.0,41-50,20M-30M,0-0.5M,0-10
S3,Lajang,76412000.0,15,3,0,1,42,0,1808000,18,2,0.3333333333333333,41-50,70M-80M,1.5M-2M,10-20
S1,Menikah,22063000.0,43,7,0,0,50,1,55000,7,0,0.0,41-50,20M-30M,0-0.5M,0-10
S1,Lajang,57091000.0,0,5,0,1,61,0,577000,18,1,0.2,61-70,50M-60M,0.5M-1M,10-20
D3,Cerai,78353000.0,51,8,0,0,63,1,1576000,24,0,0.0,61-70,70M-80M,1.5M-2M,20-30
S1,Menikah,93404000.0,97,5,0,0,68,3,1616000,17,2,0.0,61-70,90M-100M,1.5M-2M,10-20
S1,Cerai,37859000.0,75,8,0,0,60,3,36000,6,0,0.0,51-60,30M-40M,0-0.5M,0-10
S3,Janda,80995000.0,83,4,0,0,64,1,1482000,22,0,0.0,61-70,80M-90M,1M-1.5M,20-30
S1,Bertunangan,16529000.0,23,6,0,0,38,1,22000,5,0,0.0,31-40,10M-20M,0-0.5M,0-10
S3,Cerai,55412000.0,65,5,0,0,46,2,63000,6,0,0.0,41-50,50M-60M,0-0.5M,0-10
S1,Lajang,48789000.0,94,6,0,0,30,0,680000,18,0,0.0,20-30,40M-50M,0.5M-1M,10-20
S3,Bertunangan,56575000.0,42,5,0,0,55,2,542000,20,0,0.0,51-60,50M-60M,0.5M-1M,10-20
D3,Bertunangan,25130000.0,10,7,0,0,42,1,50000,7,0,0.0,41-50,20M-30M,0-0.5M,0-10
S1,Menikah,35441000.0,94,8,0,0,55,2,39000,6,0,0.0,51-60,30M-40M,0-0.5M,0-10
S1,Menikah,71391000.0,50,3,0,0,66,1,1043000,28,0,0.0,61-70,70M-80M,1M-1.5M,20-30
S2,Lajang,49494000.0,46,7,0,0,50,1,385000,14,0,0.0,41-50,40M-50M,0-0.5M,10-20
S1,Cerai,81702000.0,98,3,0,0,42,0,1633000,27,0,0.0,41-50,80M-90M,1.5M-2M,20-30
D3,Lajang,45889000.0,42,6,0,0,42,1,46000,5,0,0.0,41-50,40M-50M,0-0.5M,0-10
S1,Lajang,56628000.0,30,5,0,0,45,1,761000,20,1,0.0,41-50,50M-60M,0.5M-1M,10-20
S1,Bertunangan,34026000.0,11,5,0,0,72,2,76000,9,0,0.0,71-80,30M-40M,0-0.5M,0-10
S1,Menikah,40049000.0,61,5,0,0,48,1,290000,14,0,0.0,41-50,40M-50M,0-0.5M,10-20
S1,Lajang,34176000.0,12,6,0,0,34,1,89000,11,0,0.0,31-40,30M-40M,0-0.5M,10-20
S1,Menikah,19419000.0,76,9,0,0,41,1,70000,11,0,0.0,41-50,10M-20M,0-0.5M,10-20
D3,Menikah,82504000.0,2,1,0,0,62,0,1066000,17,0,0.0,61-70,80M-90M,1M-1.5M,10-20
S1,Bertunangan,81205000.0,43,2,0,1,52,0,2009000,19,3,0.5,51-60,80M-90M,2M-2.5M,10-20
D3,Lajang,61618000.0,27,3,0,0,31,0,1345000,19,0,0.0,31-40,60M-70M,1M-1.5M,10-20
S2,Lajang,55284000.0,60,5,0,0,66,1,764000,23,0,0.0,61-70,50M-60M,0.5M-1M,20-30
S1,Lajang,49980000.0,79,5,0,0,59,1,195000,11,0,0.0,51-60,40M-50M,0-0.5M,10-20
S1,Menikah,15072000.0,96,5,0,0,42,2,53000,11,0,0.0,41-50,10M-20M,0-0.5M,10-20
S1,Lajang,49166000.0,17,6,0,0,48,1,368000,13,0,0.0,41-50,40M-50M,0-0.5M,10-20
D3,Menikah,82347000.0,38,3,0,0,65,0,1853000,25,2,0.0,61-70,80M-90M,1.5M-2M,20-30
S3,Bertunangan,30843000.0,43,5,0,0,56,2,35000,6,1,0.0,51-60,30M-40M,0-0.5M,0-10
S3,Menikah,46374000.0,1,8,0,1,48,1,446000,18,2,0.125,41-50,40M-50M,0-0.5M,10-20
S1,Lajang,60474000.0,25,7,0,0,43,1,1180000,31,0,0.0,41-50,60M-70M,1M-1.5M,30-40
S2,Menikah,38576000.0,2,7,0,0,49,1,41000,5,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Menikah,55357000.0,66,5,0,0,37,2,727000,22,0,0.0,31-40,50M-60M,0.5M-1M,20-30
S1,Bertunangan,37758000.0,49,8,0,0,56,2,40000,6,0,0.0,51-60,30M-40M,0-0.5M,0-10
D3,Menikah,85710000.0,5,2,0,0,33,0,1062000,26,1,0.0,31-40,80M-90M,1M-1.5M,20-30
S1,Bertunangan,23228000.0,71,8,0,0,53,1,40000,7,0,0.0,51-60,20M-30M,0-0.5M,0-10
S2,Bertunangan,44602000.0,35,8,0,0,53,2,292000,17,0,0.0,51-60,40M-50M,0-0.5M,10-20
S1,Menikah,7500000.0,94,6,0,0,35,0,15000,4,0,0.0,31-40,0M-10M,0-0.5M,0-10
D3,Bertunangan,38683000.0,80,7,0,0,33,1,341000,17,0,0.0,31-40,30M-40M,0-0.5M,10-20
D3,Lajang,49514000.0,61,7,0,0,47,1,369000,13,0,0.0,41-50,40M-50M,0-0.5M,10-20
S3,Bertunangan,57906000.0,29,4,0,0,49,1,401000,17,0,0.0,41-50,50M-60M,0-0.5M,10-20
S2,Lajang,43456000.0,0,5,0,0,56,1,393000,17,0,0.0,51-60,40M-50M,0-0.5M,10-20
S2,Lajang,19485000.0,80,7,0,0,36,2,10000,4,0,0.0,31-40,10M-20M,0-0.5M,0-10
S1,Bertunangan,53172000.0,54,3,0,0,44,1,486000,16,0,0.0,41-50,50M-60M,0-0.5M,10-20
S1,Bertunangan,30545000.0,71,7,0,0,43,1,69000,7,0,0.0,41-50,30M-40M,0-0.5M,0-10
S3,Bertunangan,70123000.0,27,3,0,0,39,0,1727000,17,2,0.0,31-40,70M-80M,1.5M-2M,10-20
S1,Lajang,62450000.0,61,3,0,0,63,1,995000,16,1,0.0,61-70,60M-70M,0.5M-1M,10-20
S1,Bertunangan,21675000.0,55,7,0,0,46,1,45000,10,0,0.0,41-50,20M-30M,0-0.5M,0-10
D3,Lajang,42395000.0,35,7,0,0,41,2,182000,12,0,0.0,41-50,40M-50M,0-0.5M,10-20
S2,Bertunangan,61346000.0,34,3,0,0,44,1,989000,23,0,0.0,41-50,60M-70M,0.5M-1M,20-30
S1,Bertunangan,80812000.0,95,2,0,0,69,0,1677000,18,3,0.0,61-70,80M-90M,1.5M-2M,10-20
S2,Cerai,42835000.0,64,6,0,0,51,2,595000,23,0,0.0,51-60,40M-50M,0.5M-1M,20-30
S1,Menikah,39922000.0,30,8,0,0,39,1,156000,9,0,0.0,31-40,30M-40M,0-0.5M,0-10
S2,Lajang,86424000.0,12,1,0,0,66,0,1226000,28,0,0.0,61-70,80M-90M,1M-1.5M,20-30
D3,Bertunangan,17117000.0,96,9,0,0,44,1,128000,11,0,0.0,41-50,10M-20M,0-0.5M,10-20
S1,Lajang,24762000.0,16,8,0,1,50,1,86000,9,1,0.125,41-50,20M-30M,0-0.5M,0-10
S1,Menikah,35797000.0,16,8,0,0,47,1,68000,7,0,0.0,41-50,30M-40M,0-0.5M,0-10
S1,Cerai,36627000.0,78,5,0,0,47,2,16000,4,0,0.0,41-50,30M-40M,0-0.5M,0-10
D3,Menikah,51111000.0,83,6,0,0,41,2,55000,7,0,0.0,41-50,50M-60M,0-0.5M,0-10
S3,Bertunangan,82072000.0,67,1,0,0,52,0,2018000,19,0,0.0,51-60,80M-90M,2M-2.5M,10-20
S3,Lajang,46231000.0,87,9,0,0,69,3,263000,15,0,0.0,61-70,40M-50M,0-0.5M,10-20
S1,Menikah,42243000.0,34,7,0,0,63,2,55000,7,0,0.0,61-70,40M-50M,0-0.5M,0-10
S1,Bertunangan,51195000.0,46,8,0,0,60,2,564000,24,0,0.0,51-60,50M-60M,0.5M-1M,20-30
S2,Lajang,68092000.0,7,5,0,0,44,0,1281000,20,0,0.0,41-50,60M-70M,1M-1.5M,10-20
S1,Menikah,31814000.0,73,9,0,0,49,1,83000,7,1,0.0,41-50,30M-40M,0-0.5M,0-10
S2,Janda,51390000.0,54,5,0,0,57,2,353000,18,0,0.0,51-60,50M-60M,0-0.5M,10-20
S1,Menikah,76630000.0,93,1,0,0,39,0,1003000,25,0,0.0,31-40,70M-80M,1M-1.5M,20-30
SMA,Lajang,26868000.0,52,7,0,0,31,1,14000,4,0,0.0,31-40,20M-30M,0-0.5M,0-10
S3,Lajang,55260000.0,81,6,0,0,50,1,1139000,25,0,0.0,41-50,50M-60M,1M-1.5M,20-30
S1,Bertunangan,64090000.0,8,5,0,1,66,1,797000,20,0,0.2,61-70,60M-70M,0.5M-1M,10-20
S1,Cerai,78331000.0,97,4,0,0,64,1,1638000,25,0,0.0,61-70,70M-80M,1.5M-2M,20-30
S3,Menikah,37087000.0,50,6,0,0,48,1,401000,17,0,0.0,41-50,30M-40M,0-0.5M,10-20
S1,Cerai,21846000.0,38,8,0,0,36,1,84000,11,0,0.0,31-40,20M-30M,0-0.5M,10-20
S1,Menikah,81320000.0,61,2,0,0,64,0,928000,18,0,0.0,61-70,80M-90M,0.5M-1M,10-20
S1,Cerai,54137000.0,46,6,0,0,52,1,203000,11,0,0.0,51-60,50M-60M,0-0.5M,10-20
S1,Bertunangan,66825000.0,73,2,0,0,55,0,858000,16,0,0.0,51-60,60M-70M,0.5M-1M,10-20
S1,Bertunangan,57100000.0,19,3,0,0,49,0,409000,13,0,0.0,41-50,50M-60M,0-0.5M,10-20
S1,Bertunangan,58917000.0,10,5,0,0,53,3,282000,16,0,0.0,51-60,50M-60M,0-0.5M,10-20
S1,Lajang,85072000.0,94,0,0,0,45,0,1423000,18,0,0.0,41-50,80M-90M,1M-1.5M,10-20
S1,Lajang,86429000.0,10,2,0,1,61,0,1449000,18,1,0.5,61-70,80M-90M,1M-1.5M,10-20
S1,Janda,45684000.0,37,7,0,0,51,1,28000,4,0,0.0,51-60,40M-50M,0-0.5M,0-10
S1,Bertunangan,47889000.0,94,5,0,0,48,1,67000,6,0,0.0,41-50,40M-50M,0-0.5M,0-10
S3,Menikah,45921000.0,23,4,0,0,36,0,199000,10,0,0.0,31-40,40M-50M,0-0.5M,0-10
S3,Lajang,78420000.0,75,1,0,0,56,0,1453000,22,0,0.0,51-60,70M-80M,1M-1.5M,20-30
S1,Bertunangan,75114000.0,40,2,0,0,30,0,1253000,19,0,0.0,20-30,70M-80M,1M-1.5M,10-20
S3,Janda,52278000.0,24,8,0,1,59,1,1198000,31,0,0.125,51-60,50M-60M,1M-1.5M,30-40
S2,Menikah,35641000.0,11,7,0,1,50,1,178000,10,0,0.14285714285714285,41-50,30M-40M,0-0.5M,0-10
S1,Lajang,95529000.0,29,3,0,1,28,0,1990000,18,1,0.3333333333333333,20-30,90M-100M,1.5M-2M,10-20
S1,Menikah,62820000.0,51,1,0,0,68,0,976000,14,0,0.0,61-70,60M-70M,0.5M-1M,10-20
S2,Bertunangan,73113000.0,86,2,0,0,62,0,1001000,15,0,0.0,61-70,70M-80M,1M-1.5M,10-20
D3,Lajang,42607000.0,30,3,0,0,68,1,350000,14,0,0.0,61-70,40M-50M,0-0.5M,10-20
S3,Lajang,74637000.0,73,3,0,0,68,0,1650000,25,1,0.0,61-70,70M-80M,1.5M-2M,20-30
S3,Bertunangan,46015000.0,25,7,0,0,67,2,46000,5,2,0.0,61-70,40M-50M,0-0.5M,0-10
S1,Lajang,72354000.0,67,1,0,0,29,0,1228000,19,0,0.0,20-30,70M-80M,1M-1.5M,10-20
S2,Lajang,39858000.0,67,6,0,1,53,1,95000,7,0,0.16666666666666666,51-60,30M-40M,0-0.5M,0-10
S3,Menikah,34469000.0,58,4,0,0,74,2,62000,9,0,0.0,71-80,30M-40M,0-0.5M,0-10
S1,Bertunangan,83033000.0,82,5,0,0,36,1,1761000,26,1,0.0,31-40,80M-90M,1.5M-2M,20-30
S2,Bertunangan,24401000.0,98,8,0,0,43,0,467000,16,0,0.0,41-50,20M-30M,0-0.5M,10-20
S1,Menikah,77583000.0,93,2,0,0,44,0,1149000,19,1,0.0,41-50,70M-80M,1M-1.5M,10-20
D3,Lajang,74116000.0,53,2,0,0,40,0,2052000,19,1,0.0,31-40,70M-80M,2M-2.5M,10-20
S3,Menikah,68397000.0,6,3,0,0,46,1,1416000,21,0,0.0,41-50,60M-70M,1M-1.5M,20-30
S3,Bertunangan,79632000.0,42,2,0,0,48,0,1113000,20,0,0.0,41-50,70M-80M,1M-1.5M,10-20
S1,Lajang,46107000.0,78,3,0,0,33,1,125000,7,0,0.0,31-40,40M-50M,0-0.5M,0-10
S3,Lajang,64950000.0,29,7,0,0,71,1,966000,25,1,0.0,71-80,60M-70M,0.5M-1M,20-30
SMA,Menikah,25443000.0,82,8,0,0,33,1,32000,5,0,0.0,31-40,20M-30M,0-0.5M,0-10
S3,Bertunangan,32892000.0,78,8,0,0,51,1,46000,8,0,0.0,51-60,30M-40M,0-0.5M,0-10
S1,Bertunangan,71796000.0,54,4,0,0,51,0,960000,17,0,0.0,51-60,70M-80M,0.5M-1M,10-20
S3,Menikah,67536000.0,45,8,0,0,52,1,1829000,30,1,0.0,51-60,60M-70M,1.5M-2M,20-30
S1,Lajang,55239000.0,59,5,0,0,51,1,779000,26,0,0.0,51-60,50M-60M,0.5M-1M,20-30
S3,Cerai,60554000.0,8,6,0,0,47,1,811000,23,0,0.0,41-50,60M-70M,0.5M-1M,20-30
D3,Lajang,64831000.0,51,6,0,0,70,2,1120000,22,0,0.0,61-70,60M-70M,1M-1.5M,20-30
S3,Bertunangan,56067000.0,51,5,0,0,60,1,725000,20,0,0.0,51-60,50M-60M,0.5M-1M,10-20
S1,Cerai,82025000.0,76,1,0,1,39,0,1187000,12,1,1.0,31-40,80M-90M,1M-1.5M,10-20
S1,Bertunangan,94384000.0,62,2,0,1,69,0,2302000,18,3,0.5,61-70,90M-100M,2M-2.5M,10-20
SMA,Lajang,14906000.0,86,7,0,0,36,0,66000,9,0,0.0,31-40,10M-20M,0-0.5M,0-10
S3,Menikah,51563000.0,60,8,0,0,35,0,1250000,19,2,0.0,31-40,50M-60M,1M-1.5M,10-20
D3,Menikah,57937000.0,56,3,0,0,40,1,683000,20,0,0.0,31-40,50M-60M,0.5M-1M,10-20
S1,Cerai,68274000.0,83,3,0,0,43,2,305000,13,0,0.0,41-50,60M-70M,0-0.5M,10-20
S1,Bertunangan,39771000.0,92,4,0,0,45,1,50000,6,0,0.0,41-50,30M-40M,0-0.5M,0-10
D3,Cerai,67893000.0,31,8,0,0,47,1,995000,16,0,0.0,41-50,60M-70M,0.5M-1M,10-20
S3,Bertunangan,27922000.0,80,4,0,0,43,1,41000,6,0,0.0,41-50,20M-30M,0-0.5M,0-10
S3,Bertunangan,52190000.0,39,5,0,0,46,2,77000,9,1,0.0,41-50,50M-60M,0-0.5M,0-10
S2,Cerai,44051000.0,20,6,0,1,49,2,171000,12,0,0.16666666666666666,41-50,40M-50M,0-0.5M,10-20
S3,Lajang,42767000.0,53,8,0,0,51,2,131000,7,0,0.0,51-60,40M-50M,0-0.5M,0-10
S2,Bertunangan,46106000.0,84,6,0,0,46,2,54000,5,0,0.0,41-50,40M-50M,0-0.5M,0-10
S3,Menikah,16927000.0,50,8,0,0,46,2,53000,12,0,0.0,41-50,10M-20M,0-0.5M,10-20
S1,Menikah,59754000.0,96,5,0,1,57,1,475000,16,0,0.2,51-60,50M-60M,0-0.5M,10-20
S1,Lajang,53700000.0,94,5,0,0,70,1,694000,22,0,0.0,61-70,50M-60M,0.5M-1M,20-30
S1,Menikah,59041000.0,25,5,0,0,49,2,96000,8,0,0.0,41-50,50M-60M,0-0.5M,0-10
S3,Cerai,54237000.0,48,6,0,0,65,1,361000,16,0,0.0,61-70,50M-60M,0-0.5M,10-20
S1,Cerai,70647000.0,65,2,0,0,55,1,1079000,26,0,0.0,51-60,70M-80M,1M-1.5M,20-30
S3,Lajang,52597000.0,69,5,0,0,60,1,578000,20,0,0.0,51-60,50M-60M,0.5M-1M,10-20
S2,Bertunangan,41021000.0,12,6,0,1,53,1,64000,7,0,0.16666666666666666,51-60,40M-50M,0-0.5M,0-10
S3,Menikah,40233000.0,84,6,0,0,47,1,149000,13,0,0.0,41-50,40M-50M,0-0.5M,10-20
S1,Menikah,50183000.0,47,5,0,0,42,2,231000,17,0,0.0,41-50,50M-60M,0-0.5M,10-20
S1,Bertunangan,54753000.0,87,4,0,0,63,1,728000,21,0,0.0,61-70,50M-60M,0.5M-1M,20-30
S1,Menikah,92955000.0,35,2,0,1,49,0,1778000,23,2,0.5,41-50,90M-100M,1.5M-2M,20-30
